example_id,conversation_id,customer_message,conversation_context,intent,expected_escalation,escalation_reason,difficulty,annotator_notes,human_reviewed,review_action,preliminary_intent,preliminary_escalation,preliminary_difficulty
97,1875445,@AmazonHelp it’s given me a label to take to post office but the item is defective so was expecting a hermes collection...,"[1875445] AMAZONHELP: @559878 Hi, sorry to hear that. What return options were available? ^JJ
[1875446] CUSTOMER: @AmazonHelp it’s given me a label to take to post office but the item is defective so was expecting a hermes collection...
[1875448] AMAZONHELP: @559878 In what way is the item defective? Will it not fit back into the packaging it arrived in?^CD",item_condition_issue,True,Requires order lookup for replacement or damage claim,Easy,"Confirmed AI pre-label: Physical product damage, defect, or wrong item shipped",True,confirmed,item_condition_issue,True,Easy
98,280155,@115850 My new fridge came broken. no one is replacing it and you guys took my wrking fridge! #badcustomerservice https://t.co/Xq7qknGXKs,"[280155] AMAZONHELP: @182772 details here: https://t.co/PyFjYjGnCv and I'll get back to you on this. 2/2 ^SH
[280156] CUSTOMER: @115850 My new fridge came broken. no one is replacing it and you guys took my wrking fridge! #badcustomerservice https://t.co/Xq7qknGXKs
[280157] AMAZONHELP: @182772 I'm sorry you received a damaged fridge. I'd like to look into the issue and assist you with it. Please provide your 1/2 ^SH",item_condition_issue,True,Requires order lookup for replacement or damage claim,Easy,"Confirmed AI pre-label: Physical product damage, defect, or wrong item shipped",True,confirmed,item_condition_issue,True,Easy
99,2385818,"@AmazonHelp just checked and apparently the parcel was damaged so couldn't be delivered, however I wasn't notified of this","[2385818] AMAZONHELP: @320344 Sorry to hear this Hira, is the delay with the dispatch or carrier - check the order status here:  https://t.co/aaDyEz1VgE ^TD
[2385819] CUSTOMER: @AmazonHelp just checked and apparently the parcel was damaged so couldn't be delivered, however I wasn't notified of this
[2385821] AMAZONHELP: @320344 Sorry to hear about your order. Have you discussed refund/replacements options with us for this order? ^NV
[2385822] CUSTOMER: @AmazonHelp no haven't discussed anything as I wasn't aware of this, can I get a replacement for the order please?
[2385823] AMAZONHELP: @320344 As we're unable to view your account via Twitter,pls contact here:https://t.co/JzP7hlA23B so we can look further into this.^KM
[2385824] CUSTOMER: @AmazonHelp will do! Thank you for your help! :)",delivery_shipping_delay,True,Parcel was damaged and not delivered; replacement requires private order/account investigation,Easy,"The damage is to the parcel during delivery, not necessarily to the product itself. The customer's main issue is the undelivered order and request for a replacement.",True,corrected,item_condition_issue,True,Easy
100,1872001,@AmazonHelp Check the bottom of the box. Completely damaged as if extreme pressure was put on the product where it was stored. https://t.co/3mx9cv0YMO,"[1872001] AMAZONHELP: @481701 That's unusual. Please report it here: https://t.co/vlvfJr4nN9 and we'll look into this right away. ^HK
[1872002] CUSTOMER: @AmazonHelp Check the bottom of the box. Completely damaged as if extreme pressure was put on the product where it was stored. https://t.co/3mx9cv0YMO
[1872003] CUSTOMER: @AmazonHelp I just spoke to Amazon helpdesk team n dey said dey can't do a replacement 2nd time. Only options r to use the product or take a refund. WHY
[1872004] CUSTOMER: @AmazonHelp Being a prime member if you're giving such kind of service than its simply pathetic n what's the use of opting prime membership than???
[1872006] CUSTOMER: @AmazonHelp Price increased from rs1890 to 2199; y shud I take refund n than take d product at higher price. Check details on __email__
[1872007] AMAZONHELP: @481701 I do understand your concern, however, replacement cannot be created twice on a single order. Please return the product. ^HN
[1872008] CUSTOMER: @AmazonHelp I guess it's time you need to change ur policies..
[1872009] CUSTOMER: @AmazonHelp Just coz u cant do replacement twice, customers will purchase the same product with higher price as they need the product.. nice strategy.
[1872010] AMAZONHELP: @481701 the website. Please place a new order. 2/2 ^NK
[1872011] AMAZONHELP: @481701 I understand you are upset. I’ll forward your feedback to appropriate team internally. The best price is quoted on 1/2 ^NK
[1872012] CUSTOMER: @AmazonHelp 1st you're sending faulty product twice.Instead of taking action against seller you're suggesting me to place new order at higher price.WHYY
[1872013] CUSTOMER: @AmazonHelp Y shud I place a new order when the price is already increased now. If this is ur policy than you're fooling the prime customers
[1872014] CUSTOMER: @AmazonHelp @115821 @115850 @116618
[1872015] CUSTOMER: @AmazonHelp @115821 @115850 @116618 #AmazonGreatIndianFestival
[1872016] CUSTOMER: @AmazonHelp @115821 @115850 @116618 #AmazonGreatIndianFestival #amazonprimevideo
[1872017] CUSTOMER: @AmazonHelp If that's the case than what is preventing you from doing a replacement 2nd time?
[1872018] AMAZONHELP: @481701 Unable to create a 2nd replacement.  2/2 ^KH
[1872019] AMAZONHELP: @481701 I get your concern, I'd like to help you with this. However, as per the policy, we'll be 1/2 ^KH
[1872020] CUSTOMER: @AmazonHelp Plz send the details of that policy where it is mentioned that you can't send a 2nd replacement? #AmazonGreatIndianFestival
[1872021] AMAZONHELP: @481701 Please find more information on replacement policies here: https://t.co/wTfNgPmacu. ^SF
[1872022] CUSTOMER: @AmazonHelp Can you send a detailed email on this.?
[1872023] AMAZONHELP: @481701 I'm afraid, we'll not be able to provide any additional insight in this matter. 2/2 ^HD
[1872024] AMAZONHELP: @481701 I understand your concern. However, the resolution provided to you earlier is the best we could offer. 1/2 ^HD
[1872025] CUSTOMER: @AmazonHelp What are you afraid of??",item_condition_issue,True,Damaged/defective product with a disputed second replacement and order-specific resolution requiring private investigation.,Hard,"The AI identified the primary issue correctly, but Easy is wrong. This is a long multi-issue case involving repeated faulty products, replacement policy, price increase, refund/reorder options, and an unresolved dispute.",True,corrected,item_condition_issue,True,Easy
101,298478,"@AmazonHelp Yes contacted but no reply was received, again used d link &amp; further highlightedabout d defective tempered glass.pls liveup to ur reputation","[298478] AMAZONHELP: @187119 We apologize for the inconvenience. Could you confirm if you've contact our support team here: https://t.co/vlvfJr4nN9? ^ZH
[298479] CUSTOMER: @AmazonHelp Yes contacted but no reply was received, again used d link &amp; further highlightedabout d defective tempered glass.pls liveup to ur reputation",item_condition_issue,True,Requires order lookup for replacement or damage claim,Easy,"Confirmed AI pre-label: Physical product damage, defect, or wrong item shipped",True,confirmed,item_condition_issue,True,Easy
102,2831540,@AmazonHelp When will I receive a time slot?? I have a broken ankle and I am currently at home alone. It is easiest for me to be able to get to the door if I know when someone is coming. I had an email from you saying I would get a 1 hr time slot. https://t.co/zjDedsZWEW,"[2831540] AMAZONHELP: @601146 Thanks for the additional information! That tracking link has the most current information for your parcel. Please let us know if you have any further questions. ^SW
[2831541] CUSTOMER: @AmazonHelp When will I receive a time slot?? I have a broken ankle and I am currently at home alone. It is easiest for me to be able to get to the door if I know when someone is coming. I had an email from you saying I would get a 1 hr time slot. https://t.co/zjDedsZWEW
[2831543] AMAZONHELP: @601146 Hello Shereen, DPD will send you an update as soon as one is available. ^HS
[2831544] CUSTOMER: @AmazonHelp Are you able to get in contact with DPD to ask if I can collect the parcel from the depot?!? I have only just now had a notification saying my parcel won't be delivered due to ""unexpected delivery"" and have tried to contact them multiple times with no answer.
[2831545] AMAZONHELP: @601146 Since we do not have account level access over social media we can't from this support method, but we'll be more than happy to help here: https://t.co/J5cVftJLZO in the best way possible. ^TM",delivery_shipping_delay,True,Delivery time-slot and carrier status require order/carrier investigation; customer is also unable to reach the carrier.,Easy,AI focused on “broken ankle” as if it were a damaged product. The broken ankle is only context; the actual issue is the missing delivery time slot and failed delivery/carrier contact.,True,corrected,item_condition_issue,True,Easy
103,2645593,"@AmazonHelp Yes, it was a third party seller, but Fulfilled by Amazon. If nothing else, I'd expect a credit for the printing I'm having to do today due to the wrong item being shipped.","[2645593] AMAZONHELP: @280958 Was the item shipped and sold by a third-party seller?  If so you can find information to reach out to them here:https://t.co/l1iku7iAIv to resolve the situation. Let us know if we can be of additional assistance!  ^AZ
[2645594] CUSTOMER: @AmazonHelp Yes, it was a third party seller, but Fulfilled by Amazon. If nothing else, I'd expect a credit for the printing I'm having to do today due to the wrong item being shipped.
[2645595] AMAZONHELP: @280958 Thanks for the update, Tanya. In this case, can you reach out to us here so that we can see what additional options we have available for your order:  https://t.co/hApLpMlfHN ^GS",marketplace_third_party_seller,True,Wrong item was shipped by a third-party seller; customer is requesting a credit and the order requires private investigation.,Medium,"The key issue is the third-party seller and compensation request, not simply the wrong item. Fulfilled by Amazon does not make this a standard item-condition case.",True,corrected,item_condition_issue,True,Easy
104,602268,@AmazonHelp I’ve contacted you once and gotten $5 back. Twice I’ve just tossed them. They used to have cardboard around them when delivered—- that stopped them from getting damaged. Also what happened to color coded handles?,"[602268] AMAZONHELP: @224022 We’re always looking to improve, and would love for our Packaging team to hear about this: https://t.co/MtvPa2Sivn. Thanks for your help!  ^ST
[602269] CUSTOMER: @AmazonHelp I’ve contacted you once and gotten $5 back. Twice I’ve just tossed them. They used to have cardboard around them when delivered—- that stopped them from getting damaged. Also what happened to color coded handles?
[602270] AMAZONHELP: @224022 I'm sorry the bananas arrived in that condition. Have you contacted us about the packing issue: https://t.co/hApLpMlfHN? If so, what options did we provide?  ^KB
[602271] CUSTOMER: @AmazonHelp This is now a weekly issue. Maybe I need to try peapod etc if you no longer package properly",item_condition_issue,False,Recurring damaged grocery items and packaging-quality complaint; no specific order lookup is requested.,Medium,"The AI correctly identified the damaged-product/packaging issue, but escalation should be False because this is a recurring packaging complaint and the customer is giving feedback, not requesting an order-specific investigation.",True,corrected,item_condition_issue,True,Easy
105,2302014,@AmazonHelp Already contacted but would appreciate you sending feedback2the Las Vegas fulfillment center again. So many damaged items from that center,"[2302014] AMAZONHELP: @448669 I'm so sorry to hear this! Was anything damaged? If so, click here for available options: https://t.co/Y5jpI9gRhE ^TH
[2302015] CUSTOMER: @AmazonHelp Already contacted but would appreciate you sending feedback2the Las Vegas fulfillment center again. So many damaged items from that center
[2302017] AMAZONHELP: @448669 Thanks for letting us know! You can provide feedback directly to our Packaging team here: https://t.co/NmArAhsPVj ^JO",item_condition_issue,False,Recurring damaged-item complaint about a fulfillment center; customer is requesting feedback to be passed along rather than order-specific assistance.,Easy,"The intent is correct, but this is feedback about recurring damage, not a specific damaged-order claim requiring private lookup.",True,corrected,item_condition_issue,True,Easy
106,2028456,@AmazonHelp THE HARASSMENT FACED FOR A DEFECTIVE PRODUCT IS INDESCRIBABLE:,"[2028456] AMAZONHELP: @599860 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 3/3
[2028457] CUSTOMER: @AmazonHelp THE HARASSMENT FACED FOR A DEFECTIVE PRODUCT IS INDESCRIBABLE:
[2028458] CUSTOMER: @115821 Order #407-2108775-9443517 
#FRAUD #CHEAT #SELLER_OF_DEFECTIVE_GOOD #BULLY https://t.co/KYjMDr3lxU
[2028459] AMAZONHELP: @599860 I understand your concern, Aniruddha. Please share your details in the link provided earlier. I'll get back to you. ^HD
[2028460] AMAZONHELP: @599860 Kindly fill in your details here: https://t.co/GIJyeYqKE0. ^NR 2/3
[2028461] AMAZONHELP: @599860 Sorry about the inconvenience. We'd like to take a closer look at this. ^NR 1/3",item_condition_issue,True,Requires order lookup for replacement or damage claim,Easy,"Confirmed AI pre-label: Physical product damage, defect, or wrong item shipped",True,confirmed,item_condition_issue,True,Easy
107,1357246,@AmazonHelp There are no options unless someone can train your staff how to handle photographic prints. I have called 2X and they still arrived damaged.,"[1357246] AMAZONHELP: @380182 Oh no! I'm sorry your items arrived this way. Let's look into return/replacement options here:  https://t.co/biT2xavq0R ^ZW
[1357247] CUSTOMER: @AmazonHelp There are no options unless someone can train your staff how to handle photographic prints. I have called 2X and they still arrived damaged.",item_condition_issue,False,Customer is reporting recurring damage to photographic prints and requesting staff/packaging improvement rather than an order-specific investigation.,Medium,"AI got the intent right, but escalation is wrong. The customer is primarily giving recurring damage/handling feedback after already contacting support twice; no specific order lookup is requested.",True,corrected,item_condition_issue,True,Easy
108,669779,"@AmazonHelp Since it was gifted  mobile, it crossed 12 days to reach the concern person, once opened it was known as defective product","[669779] AMAZONHELP: @279742 I'm sorry you received a defective item. If the item is in the return window, kindly return it using this link: https://t.co/3yqvLnyTxi ^SH
[669780] CUSTOMER: @AmazonHelp Since it was gifted  mobile, it crossed 12 days to reach the concern person, once opened it was known as defective product
[669782] AMAZONHELP: @279742 Apologies for the trouble with the product you've received. Kindly reach out to our support team through the link provided earlier and we'll have this looked into right away. Do keep us posted. ^EM",item_condition_issue,True,Requires order lookup for replacement or damage claim,Easy,"Confirmed AI pre-label: Physical product damage, defect, or wrong item shipped",True,confirmed,item_condition_issue,True,Easy
109,554621,@AmazonHelp I’m returning the defective item. This item had better not show up in the @1404 warehouse and shipped some other unwitting customer!,"[554621] AMAZONHELP: @237238 I'm sorry there's been further issues. We'd like to see what options are available and what steps to take next. Contact us by phone or chat at anytime: https://t.co/hApLpMlfHN ^MG
[554622] CUSTOMER: @AmazonHelp I’m returning the defective item. This item had better not show up in the @1404 warehouse and shipped some other unwitting customer!",item_condition_issue,True,Defective item is being returned and requires order/return investigation to ensure proper handling.,Easy,AI completely misclassified this. The customer explicitly says the item is defective and is returning it. The warehouse/shipping concern is secondary.,True,corrected,digital_streaming_services,False,Easy
110,1119220,"@AmazonHelp As per the correspondence, the reverse pickup of the defective TV was supposed to done by 12 Oct. It's still not done.","[1119220] AMAZONHELP: @295783 If the resolution wasn't up to you expectations, you can choose to write back. We'll revert at the earliest. ^CB
[1119221] CUSTOMER: @AmazonHelp As per the correspondence, the reverse pickup of the defective TV was supposed to done by 12 Oct. It's still not done.
[1119222] AMAZONHELP: @295783 In that case, you should've received a correspondence from us here: https://t.co/8DAc10S7ww. Kindly refer. ^VN",item_condition_issue,True,Requires order lookup for replacement or damage claim,Easy,"Confirmed AI pre-label: Physical product damage, defect, or wrong item shipped",True,confirmed,item_condition_issue,True,Easy
111,1706232,@AmazonHelp Kindle app. No error message just locks up. I deregistered uninstalled and reinstalled with your tech support and it downloads books now,"[1706232] AMAZONHELP: @517120 I'm sorry to hear your iPad app keeps crashing. Is it the Amazon or Kindle app? Do you get an error message? ^SY
[1706233] CUSTOMER: @AmazonHelp Kindle app. No error message just locks up. I deregistered uninstalled and reinstalled with your tech support and it downloads books now
[1706235] CUSTOMER: @AmazonHelp Very slowly. It will take me forever to download my content so it is useful again.
[1706236] AMAZONHELP: @517120 We're always looking for ways to improve. You can send your feedback via email to __email__. ^LH
[1706237] CUSTOMER: @AmazonHelp New interface is very hard to use. Hard to change from one book to another, hard to get to table of contents, hard to turn pages in some nod
[1706238] CUSTOMER: @AmazonHelp Some books. It used to be a nice app but I think your last update wrecked it. On the other hand, Libby which replaced overdrive works well.
[1706239] CUSTOMER: @AmazonHelp Since I download and use the content w/o internet connection your content is useless if I can’t use the app on my iPad.
[1706240] CUSTOMER: @AmazonHelp So I can read non kindle books from my Public Library until you fix your app.
[1706241] AMAZONHELP: @517120 Was a follow up call or email offered from the representative, once the problem has been fixed? ^QJ
[1706242] CUSTOMER: @AmazonHelp Yes. I am assuming that once I have access to WiFi content will eventually download which is an improvement.
[1706243] CUSTOMER: @AmazonHelp However reading it will be difficult because changes to your app w/last update make it very hard to use on an iPad.
[1706244] CUSTOMER: @AmazonHelp Fixing that will require programming and understanding what users want.
[1706245] CUSTOMER: @AmazonHelp I was going to buy some books this afternoon and didn’t.  If you don’t fix the app, I will get them from someone else.",digital_streaming_services,True,"Kindle app is malfunctioning after an update; the issue is app performance/usability, not an account or order lookup",Hard,": AI incorrectly marked this as unclear. The conversation is clearly about the Kindle app crashing, slow downloads, and a difficult new interface. It is a digital-service/app issue. Escalation should be false because the customer is primarily reporting a product/app problem rather than requesting private account investigation.",True,corrected,unclear_other,True,Easy
112,191816,@AmazonHelp Amazon echo/echo dot available?,"[191816] AMAZONHELP: @161075 button on the product detail page to add yourself to the wait list. 2/2^HN
[191817] CUSTOMER: @AmazonHelp Amazon echo/echo dot available?
[191818] AMAZONHELP: @161075 Hello Ajay, if you're interested in echo, select the ""Request an invite""1/2^HN
[191819] AMAZONHELP: @161075 What are you referring to? We would like to help ^CB",unclear_other,False,Customer is asking about Echo/Echo Dot availability or invitation status; no private account investigation is explicitly requested.,Easy,"The AI intent is correct, but escalation is wrong. This is a product availability/invite question, not an account-specific support issue.",True,corrected,unclear_other,True,Easy
113,140073,"@AmazonHelp No.  My whole family have Echos, but only a few appear in my contacts.  And only a few of them see me.  So exactly what contact info should they have stored about me to see me in their Echo contacts?","[140073] AMAZONHELP: @147602 Hey Ian, if you are looking to have someone contact you via Amazon Echo you will need the Echo Connect, more info here: https://t.co/NxpysnJU1R
[140074] CUSTOMER: @AmazonHelp No.  My whole family have Echos, but only a few appear in my contacts.  And only a few of them see me.  So exactly what contact info should they have stored about me to see me in their Echo contacts?",unclear_other,False,Customer is asking how Echo contacts are matched and what contact information family members should store; no private account investigation is requested.,Medium,"The AI intent is correct, but escalation is wrong. This is a general Echo contact/setup question, not an account-specific investigation.",True,corrected,unclear_other,True,Easy
114,1445401,"@AmazonHelp These features are already available in USA, UK and Germany. Request you guys to roll these features in India too. #alexa #firetv","[1445401] AMAZONHELP: @455408 We have not made an announcement as of such. However, that is technically a fantastic idea ! ^KS
[1445402] CUSTOMER: @AmazonHelp These features are already available in USA, UK and Germany. Request you guys to roll these features in India too. #alexa #firetv
[1445404] AMAZONHELP: @455408 True that! We're hoping for these features to come here in India too. Fingers crossed. ^JC
[1445405] CUSTOMER: @455408 @AmazonHelp These features are not available in the UK but love how clueless @AmazonHelp is!",unclear_other,False,Customer is requesting general feature availability/rollout in India for Alexa/Fire TV; no private account or order investigation is needed.,Easy,"AI correctly identified the intent, but escalation is wrong. This is product feature feedback/request, not an account-specific support issue.",True,corrected,unclear_other,True,Easy
115,2552213,"@AmazonHelp I have contacted support again! And again no replay! This is unacceptable that I have recommended to my customer to buy 1500 echo dots, and now when I have issue with fresh developed alexa skill no one try to help!","[2552213] AMAZONHELP: @723869 I'm so sorry to hear your emails have not been responded to! Please reach out to us here:  https://t.co/JzP7hlA23B so we may further assist. ^RO
[2552214] CUSTOMER: @AmazonHelp I have contacted support again! And again no replay! This is unacceptable that I have recommended to my customer to buy 1500 echo dots, and now when I have issue with fresh developed alexa skill no one try to help!
[2552216] AMAZONHELP: @723869 When you contacted us Robert, was it by phone or email? In this case it might be better to speak with us on phone support ^BZ
[2552217] CUSTOMER: @723869 @AmazonHelp Robert, please drop me a DM here and I’ll see if we can assist.
[2552218] CUSTOMER: @AmazonHelp Just so everyone is aware, following my tweet, I received excellent support and am now very happy.  I would like to retract my previously expressed frustrations.  :-)",unclear_other,True,Customer is reporting an issue with a newly developed Alexa skill and lack of support response; no private account or order lookup is explicitly required.,Medium,The intent is correctly unclear_other because the specific Alexa skill issue doesn't fit the defined taxonomy. Escalation should be False because the customer ultimately confirms the issue was resolved after receiving support.,True,corrected,unclear_other,True,Easy
116,2700857,@AmazonHelp Já tem data? Faz uma promoção boa no Kindle paperwhite! ❤️❤️,"[2700857] AMAZONHELP: @758701 Olá, Debs. As futuras promoções serão anunciadas diretamente no nosso site oficial e redes sociais. Fique de olho! 👀 ^CR
[2700858] CUSTOMER: @AmazonHelp Já tem data? Faz uma promoção boa no Kindle paperwhite! ❤️❤️",unclear_other,False,Customer is asking about the date of a Kindle Paperwhite promotion and requesting a better promotion; no payment or account verification is needed.,Easy,AI incorrectly treated a promotion/discount request as a payment or gift-card issue. There is no payment problem or gift-card issue.,True,corrected,payment_promo_giftcard,True,Medium
117,206058,@AmazonHelp É ebook! Assim que chegar em casa já ligo o wifi do Kindle pra receber ❤️,"[206058] AMAZONHELP: @164799 Coisa boa! E esta ansiosa para recebê-lo? ❤ ^DA
[206059] CUSTOMER: @AmazonHelp É ebook! Assim que chegar em casa já ligo o wifi do Kindle pra receber ❤️
[206060] CUSTOMER: @AmazonHelp Comprei, sim! Já vai entrar na minha lista de leitura :)
[206061] AMAZONHELP: @164799 Muito melhor 😄 Boa leitura &lt;3 ^VL
[206062] AMAZONHELP: @164799 Aaaaeee que emoção! 🎉 E comprou o livro do Ben Oliveira? ❤ ^DA
[206063] CUSTOMER: @AmazonHelp Já fiz isso! 😁
[206064] AMAZONHELP: @164799 Opa Carol, corre logo para o Site e aproveita 😄💞 ^VL",unclear_other,False,Customer is discussing an ebook purchase and plans to connect the Kindle to Wi-Fi to receive it; there is no hardware support issue.,Easy,"AI incorrectly classified this as Kindle hardware support. The conversation is simply about receiving an ebook after purchase, with no device problem.",True,corrected,device_hardware_support,False,Easy
118,2898842,@AmazonHelp Mesmo que o Kindle não venha com todos os recursos do americano cantando que venha com 32 de espaço,"[2898842] AMAZONHELP: @737422 Olá Raimundo. Recomendamos ficar de olho no nosso site e redes sociais, as nossas novidades são publicadas lá. ^HC
[2898843] CUSTOMER: @AmazonHelp Mesmo que o Kindle não venha com todos os recursos do americano cantando que venha com 32 de espaço
[2898844] AMAZONHELP: @737422 Lembre que sempre estamos trabalhando para melhorar a experiencia dos nossos clientes! Um abraço! 😃! ^NP",unclear_other,False,Customer is requesting a Kindle model with 32 GB of storage and discussing feature differences; no private account or order investigation is needed.,Easy,,True,corrected,unclear_other,True,Easy
119,490422,"@AmazonHelp Ganz genau! Eigentlich fehlt jetzt nur noch ein Skill der die Fahrzeug App ersetzen kann. Ein paar Sprachbefehle wie ""Alexa, fahr mich auf Arbeit!"" währe natürlich auch nicht verkehrt.  🤔@AmazonHelp","[490422] AMAZONHELP: @231829 Du darfst gespannt bleiben! Mal schauen, was uns die Zukunft noch so bringt 😉 ^LN
[490423] CUSTOMER: @AmazonHelp Ganz genau! Eigentlich fehlt jetzt nur noch ein Skill der die Fahrzeug App ersetzen kann. Ein paar Sprachbefehle wie ""Alexa, fahr mich auf Arbeit!"" währe natürlich auch nicht verkehrt.  🤔@AmazonHelp
[490424] AMAZONHELP: @231829 Dein Auto heißt jetzt also offiziel Alexa? ;) ^AN",unclear_other,False,Customer is suggesting a new Alexa skill and voice-control features for vehicles; no private account or order investigation is needed.,Easy,"AI correctly identified unclear_other, but escalation is wrong. This is feature/product feedback, not a support case requiring account lookup.",True,corrected,unclear_other,True,Easy
120,849807,@115850. I Have ordered for Aukey wired earphones but received Aukey Bluetooth headphones instead. Pretty cool though but Plz check it! https://t.co/PEgU096GHk,"[849807] AMAZONHELP: @321926 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
[849808] CUSTOMER: @115850. I Have ordered for Aukey wired earphones but received Aukey Bluetooth headphones instead. Pretty cool though but Plz check it! https://t.co/PEgU096GHk
[849809] CUSTOMER: @115850 @115821 @115850 One more thing. When i ordered the earphone it was of rs.1349 and now it's 2487. Need assistance in that as well.
[852829] AMAZONHELP: @321926 and our efforts to offer you the lowest price, may result in fluctuations in our prices over time.. (2/2) ^CB
[852830] AMAZONHELP: @321926 Pricing and offers are decision of the sellers. The constantly changing marketplace (1.2) ^CB
[852831] CUSTOMER: @115850 @115821 @115850 Hmm...then i will keep the headphones  only! No return required!!
[854390] AMAZONHELP: @321926 Do keep us posted for any further concerns. ^SG",unclear_other,False,"Conversation involves a wrong-item report followed by marketplace pricing discussion; customer ultimately decides to keep the received product, so no clear actionable support intent remains.",Hard,AI over-inferred a return/refund intent. The conversation contains multiple issues and ends without a return/refund request.,True,corrected,returns_refund_inquiry,True,Easy
121,745959,"@AmazonHelp L’ordine l’ho fatto ieri pomeriggio, ma ho paura che non l’abbia confermato prima di questa mattina (screen del mio ordine) https://t.co/4q8X5pYv7h","[745959] AMAZONHELP: @298330 La consegna era prevista per oggi? ^GA
[745960] CUSTOMER: @AmazonHelp L’ordine l’ho fatto ieri pomeriggio, ma ho paura che non l’abbia confermato prima di questa mattina (screen del mio ordine) https://t.co/4q8X5pYv7h
[745962] AMAZONHELP: @298330 Mi spiace! Per una verifica sullo stato dell'ordine, puoi contattare il nostro Servizio Clienti qui: https://t.co/qYuhyhmON3. ^EA
[745963] CUSTOMER: @AmazonHelp Lo da in spedizione da tutto il giorno, senza specificare quale ditta sia a farla però 
Grazie lo stesso",unclear_other,True,Requires private account/order lookup,Easy,Confirmed AI pre-label: Standard customer query,True,confirmed,unclear_other,True,Easy
122,585720,@AmazonHelp It's now got this screen what should I do? https://t.co/vYfauJJZhJ,"[585720] AMAZONHELP: @187903 Hi there, to try to get your tablet out of fastboot mode, try to hold the power button until it powers off and then try turning it back on again. Let us know if that helps. ^VF
[585721] CUSTOMER: @AmazonHelp It's now got this screen what should I do? https://t.co/vYfauJJZhJ
[585723] AMAZONHELP: @187903 Power down will switch it off, then when off just start as normal via the power button and you should be good to go. Let us know. ^BD
[585724] CUSTOMER: @AmazonHelp How do I select power down?
[585725] AMAZONHELP: @187903 Please hold down the power button until the device shuts off. Keep us posted. ^CO
[585726] CUSTOMER: @AmazonHelp It's not working?
[585727] AMAZONHELP: @187903 Did you hold down the power button for 40 seconds?^SM
[585728] CUSTOMER: @AmazonHelp Yes
[585729] AMAZONHELP: @187903 You should be able to change the selection on the fast boot screen using the volume buttons. Select ""Reboot Now"" using the power button, when the device reboots it should no longer be in ""Fastboot Mode"".  Let us know if that helps. ^CH",device_hardware_support,False,Customer needs troubleshooting help for a tablet stuck in Fastboot Mode; the issue can be addressed with public device troubleshooting steps.,Easy,"AI incorrectly marked this as unclear. The context clearly identifies a tablet Fastboot Mode problem, which fits device hardware support. No account/order lookup is needed.",True,corrected,unclear_other,True,Easy
123,671787,@AmazonHelp When you say alexa it doesn’t do anything and when you press the button with the dot on and start talking to it it just cuts out. I have also tried turning it on and off again,"[671787] AMAZONHELP: @280279 We would like to look into this further. Please reach out to us directly here: https://t.co/JzP7hlA23B and we can look into this further. ^PK
[671788] CUSTOMER: @AmazonHelp When you say alexa it doesn’t do anything and when you press the button with the dot on and start talking to it it just cuts out. I have also tried turning it on and off again
[671789] AMAZONHELP: @280279 Sorry to hear that Oliver. What kind of issues are you having? ^RS",device_hardware_support,False,Echo device is not responding to the Alexa wake word and cuts out during button-activated speech; troubleshooting can be provided without private account lookup.,Easy,AI incorrectly marked this as unclear. The customer clearly describes an Echo/Alexa device malfunction and has already tried restarting it.,True,corrected,unclear_other,True,Easy
124,1120448,@AmazonHelp I am sharing the screenshot of the app screen. https://t.co/wSSvrdXR6q,"[1120448] AMAZONHELP: @384342 That's odd, you should be able to see a ""sign-out' option on the bottom of the setting page. Let us know if it's not available. ^PS
[1120449] CUSTOMER: @AmazonHelp I am sharing the screenshot of the app screen. https://t.co/wSSvrdXR6q
[1120450] CUSTOMER: @AmazonHelp There is no such option in settings.
[1120451] AMAZONHELP: @384342 Kindly select your account option &gt; login and security to sign out. Do keep us posted. ^AK
[1120452] CUSTOMER: @AmazonHelp Tried but there is no sugn out option .
[1120453] AMAZONHELP: @384342 the app. If the issue still persists, kindly uninstall and reinstall the app. 3/3 ^GK
[1120454] AMAZONHELP: @384342 confirm kindly check the drop down, if you find an option to ""Sign in"", that indicates you've already logged out from 2/3 ^GK
[1120455] AMAZONHELP: @384342 You would find an option to ""Sign out"" only if you're logged in to the app. Looks like you've already logged out. To 1/3 ^GK
[1120456] AMAZONHELP: @384342 You may click on the three-line hamburger on the top left off the app and under settings you have an option to log out. ^KS",account_access_security,False,Customer cannot find the sign-out option in the app; this is a general account/app navigation issue that can be resolved with public instructions.,Easy,"AI incorrectly marked this as unclear_other and escalated it. The issue is specifically about signing out of the Amazon app, which fits account access/security.",True,corrected,unclear_other,True,Easy
